attendance,endurance,strength,flexibility,participation,skill_speed,physical_progress,score
81,46,79,85,93,31,43,64.16
96,58,56,40,75,47,72,62.85
98,35,74,30,87,75,43,70.05
60,92,52,70,71,41,82,66.33
70,60,39,84,96,43,48,59.33
75,54,78,70,81,83,64,80.02
74,50,64,88,79,41,62,65.13
71,45,89,78,99,31,50,67.46
76,33,39,55,86,78,88,63.54
98,75,73,83,96,61,62,81.04
62,37,85,43,69,60,82,63.54
82,35,48,76,56,38,77,54.99
83,82,45,71,65,37,50,65.78
90,93,86,45,57,75,51,75.05
84,80,55,41,71,85,68,68.64
50,92,94,81,79,40,86,67.91
70,35,45,58,96,80,86,71.7
97,91,66,88,79,40,71,73.03
55,62,63,61,90,59,86,67.15
77,31,37,39,69,50,75,59.71
66,70,47,58,95,72,57,64.54
54,45,40,67,85,37,55,57.87
80,88,92,48,96,71,76,80.84
54,38,82,84,77,75,44,62.33
87,39,62,38,79,70,47,58.58
52,36,65,80,73,44,59,60.25
72,49,57,54,90,40,48,61.66
86,92,72,48,99,66,57,68.56
86,33,72,68,55,60,51,69.99
59,57,87,38,70,73,84,71.65
59,64,40,46,62,46,64,58.94
68,31,56,56,82,53,92,63.48
66,70,79,79,78,39,72,64.68
70,57,92,37,58,58,57,62.04
63,30,74,52,77,43,41,57.81
58,56,83,84,72,59,74,66.74
95,68,68,84,69,35,79,69.21
50,69,72,42,72,76,77,64.41
94,57,72,70,88,44,50,68.52
62,53,41,37,97,30,88,61.13
53,80,35,42,96,48,63,63.36
50,85,66,42,62,34,90,61.02
98,55,56,84,66,90,58,68.85
89,81,74,46,94,62,76,73.01
81,35,37,49,67,77,54,60.32
83,88,38,34,78,44,64,62.96
77,41,51,54,55,74,43,60.25
80,92,69,45,65,65,74,72.87
57,65,57,72,66,88,72,70.18
88,38,63,89,70,76,77,69.53
75,58,91,47,88,55,51,69.54
83,37,36,88,99,48,59,64.36
52,72,80,38,70,93,90,73.89
99,64,94,64,75,61,67,70.14
61,51,40,39,92,70,94,68.75
50,50,89,64,81,54,53,59.98
93,70,84,66,69,49,46,64.77
54,70,58,82,70,66,51,61.75
79,78,36,48,77,31,89,63.91
79,33,46,42,89,87,76,68.41
66,94,92,65,79,40,67,69.43
97,39,39,54,82,68,69,68.41
96,39,76,34,98,69,92,74.35
72,46,49,46,78,50,74,62.35
64,82,47,63,58,88,68,67.03
86,64,44,72,96,71,63,69.3
70,33,56,52,60,43,54,51.34
63,40,63,32,68,72,65,53.78
51,73,83,39,57,48,85,59.51
60,89,79,61,75,84,75,78.94
88,91,41,87,88,58,90,75.01
87,61,56,62,92,32,61,66.93
83,75,38,36,56,45,51,58.22
87,52,36,42,98,67,71,68.06
99,66,56,67,61,39,71,64.96
83,87,91,40,89,66,55,66.32
67,72,58,44,77,39,40,63.21
79,44,60,52,74,59,83,71.03
64,31,56,48,87,68,87,65.94
76,34,39,37,79,89,54,62.18
83,82,44,89,91,78,59,73.81
87,74,89,78,98,81,92,79.3
82,70,53,53,58,76,94,69.74
73,92,75,31,90,73,40,71.07
64,61,56,67,61,60,83,57.87
79,31,61,59,72,42,41,51.53
91,39,36,73,70,47,53,56.04
66,72,55,83,65,39,83,62.31
54,72,59,62,67,90,77,67.27
78,52,56,48,56,41,87,59.63
53,89,43,60,99,60,63,62.7
59,35,65,53,78,66,69,56.99
66,42,79,51,94,87,92,75.24
59,50,35,68,90,46,44,57.65
66,87,49,58,60,31,86,64.48
69,57,64,63,94,64,52,63.75
73,37,47,82,82,33,57,56.72
54,87,48,33,79,79,43,62.89
83,69,77,79,75,75,56,68.38
55,30,68,75,66,88,76,67.21
51,94,59,82,94,79,76,76.71
62,39,91,46,97,38,41,56.96
92,89,67,80,68,37,55,66.55
92,49,77,57,98,82,46,71.68
97,91,55,67,75,60,51,67.75
60,42,88,33,75,82,85,73.35
96,87,66,45,81,69,77,72.33
72,66,50,71,92,63,84,73.25
65,39,39,72,79,86,71,67.52
80,32,61,73,61,47,65,53.86
60,63,60,65,65,79,44,62.05
65,63,53,77,65,77,93,71.34
57,59,56,60,80,62,81,62.97
53,66,91,44,79,78,68,68.3
89,63,44,38,62,37,55,53.98
53,61,86,65,80,75,68,73.84
74,87,49,33,96,40,63,65.86
52,53,68,48,62,80,51,62.16
81,38,64,63,68,47,74,64.97
52,70,69,53,78,72,48,63.32
76,53,48,40,64,48,53,50.11
78,54,57,64,98,71,42,68.88
81,65,83,57,76,82,63,66.45
99,37,41,57,69,69,77,62.27
68,88,80,40,57,79,77,68.04
70,64,60,67,89,80,79,74.87
54,67,63,63,91,68,93,70.82
67,61,44,44,83,34,89,63.62
77,80,94,37,59,60,76,72.65
91,57,82,70,81,88,72,80.72
71,85,64,66,98,41,55,69.08
70,37,80,70,56,36,54,57.2
55,70,80,30,76,73,51,64.05
50,52,57,53,75,49,57,54.06
54,83,44,79,64,83,45,57.38
90,52,81,39,70,85,56,71.18
61,61,60,69,60,61,94,67.74
75,39,88,46,92,56,57,69.57
95,64,52,43,93,82,53,67.34
83,92,35,30,62,56,43,57.73
98,65,37,40,85,50,85,66.83
63,78,75,70,55,56,78,67.97
75,75,44,71,80,80,84,65.58
94,56,63,32,87,57,79,65.44
76,60,39,46,80,73,93,67.57
58,63,39,40,62,61,62,55.39
75,88,49,53,66,82,56,68.19
96,83,60,65,60,44,54,61.96
71,59,60,62,72,41,51,59.4
96,52,70,61,74,47,60,66.8
79,38,38,54,89,42,81,60.61
92,84,89,79,99,38,69,76.32
97,30,93,56,81,61,43,62.63
66,85,60,76,93,58,58,69.34
75,68,84,72,68,78,91,80.87
85,47,63,46,86,37,57,59.95
50,71,73,46,84,87,82,74.88
57,94,86,79,91,59,79,77.54
98,62,56,75,98,86,71,76.4
84,59,35,86,99,32,80,69.65
64,34,62,69,78,40,61,62.63
96,79,80,33,71,49,51,72.44
71,94,73,47,79,85,86,80.56
63,39,53,40,57,70,90,55.48
75,89,75,70,92,33,79,69.34
77,56,87,69,70,37,60,65.34
72,57,46,41,96,41,85,65.24
63,74,88,72,59,49,66,71.2
73,81,76,66,92,77,66,77.89
51,91,40,39,59,81,53,58.3
94,89,89,44,55,44,74,71.46
75,69,69,87,79,78,61,76.64
63,44,45,87,87,86,72,67.67
56,36,35,40,57,65,48,45.41
52,68,35,63,61,39,88,59.06
96,80,41,71,59,39,69,66.93
72,36,77,64,91,89,40,69.01
95,41,94,37,94,55,42,67.7
92,43,76,60,82,86,65,72.07
96,63,63,73,99,66,60,74.09
94,68,68,44,79,94,60,68.26
67,93,41,58,69,35,58,62.72
87,41,65,44,85,34,77,61.77
84,63,94,85,89,57,74,79.09
64,56,90,60,67,89,78,68.99
74,51,35,36,73,55,87,61.76
86,47,71,59,68,67,70,67.34
77,75,60,54,94,87,60,73.78
59,73,84,84,74,74,77,82.47
88,47,63,44,92,31,72,66.13
66,66,69,42,75,44,65,57.88
88,36,71,39,69,45,86,58.64
71,89,44,48,83,84,83,74.55
75,77,39,78,81,46,93,70.15
93,80,64,44,81,30,91,74.05
74,81,84,32,95,63,60,73.64
66,81,80,47,61,84,76,70.39
62,83,38,51,95,39,81,65.9
69,70,41,66,99,73,47,66.51
74,71,88,61,91,79,54,70.75
53,51,85,60,86,54,85,62.95
59,68,54,39,90,83,72,69.13
52,52,62,88,89,38,91,65.79
90,77,41,70,73,65,64,69.57
94,62,45,74,95,81,74,72.16
67,70,83,85,82,42,49,66.57
96,59,48,50,61,90,54,65.42
85,76,42,63,74,48,66,63.6
96,86,58,58,94,94,42,80.9
71,86,85,39,78,90,67,78.1
83,91,88,57,83,54,79,78.38
96,86,65,83,68,92,92,78.92
57,54,93,39,81,80,76,68.59
89,69,36,61,89,80,80,76.03
98,46,42,43,92,85,87,71.56
93,77,61,61,59,82,41,66.63
68,68,77,82,71,69,60,70.22
91,44,58,81,92,47,40,67.59
90,46,85,85,66,49,63,71.1
86,64,40,59,58,34,68,64.48
55,62,45,85,67,73,49,60.12
75,47,83,37,61,77,54,63.29
83,59,50,66,91,92,42,65.17
94,66,86,83,98,45,68,73.7
55,36,63,48,91,51,94,65.54
86,57,75,51,98,39,55,64.97
82,47,64,80,87,63,76,74.18
71,76,79,53,69,36,89,72.16
70,52,41,57,73,51,86,61.74
55,49,50,70,79,30,45,46.95
55,60,70,72,72,61,43,64.4
97,43,65,34,72,60,51,61.08
53,52,45,38,99,90,44,57.85
79,31,53,37,85,62,91,64.04
60,58,48,88,95,75,76,74.39
79,79,92,85,87,42,87,74.22
80,88,49,72,99,38,42,66.69
73,62,42,47,57,89,74,67.47
58,77,46,69,57,72,81,60.69
52,73,77,82,56,63,88,70.34
80,41,58,42,58,39,54,50.85
89,71,72,72,99,46,93,80.76
86,64,89,35,66,78,70,66.35
85,70,47,86,61,92,57,73.33
73,84,52,45,81,73,63,66.59
80,42,69,47,99,64,56,62.43
55,68,63,71,89,80,59,69.16
51,64,54,46,64,71,48,61.1
69,62,88,31,55,77,83,65.72
77,65,68,47,85,55,80,70.7
60,42,37,85,99,65,64,62.37
53,85,74,40,63,34,55,59.84
64,75,69,84,79,93,40,71.26
55,75,76,31,83,76,44,61.56
98,73,65,31,88,94,51,78.51
79,75,90,86,58,45,73,68.38
87,60,41,47,93,73,75,67.65
51,53,43,70,81,77,72,64.6
64,61,88,51,94,38,43,58.33
60,45,87,45,88,50,42,59.82
57,86,84,56,98,78,69,73.79
75,53,93,46,75,70,58,70.04
94,63,82,71,55,38,91,68.56
93,81,51,83,75,58,47,67.46
54,77,86,46,89,71,88,78.61
55,82,41,88,87,34,40,58.36
75,84,85,35,62,37,76,67.48
53,67,39,62,94,84,78,73.3
68,31,58,42,88,77,52,62.69
69,82,49,35,86,87,90,67.49
82,79,36,55,78,47,56,64.45
69,58,91,48,81,48,78,64.49
98,84,49,67,57,64,52,64.61
61,90,55,48,86,45,73,64.03
96,79,71,73,96,66,60,70.63
50,45,48,55,59,63,42,49.06
75,73,85,51,91,46,78,73.5
63,45,36,40,59,53,61,49.22
87,57,59,51,80,63,92,75.38
86,86,61,61,97,83,44,73.29
60,55,86,36,78,35,40,59.33
85,40,87,51,75,56,68,68.92
62,30,85,35,74,69,68,64.37
92,72,72,44,63,78,47,69.68
52,75,87,67,69,76,41,67.8
82,65,53,70,57,56,79,68.21
55,86,76,84,81,91,85,79.26
99,35,82,85,58,79,88,75.68
59,91,64,47,72,69,53,64.62
54,56,83,64,99,30,53,63.85
72,55,44,63,85,94,59,69.73
59,42,65,74,98,83,86,69.97
93,47,47,58,80,44,44,62.25
51,67,47,72,75,92,85,70.45
62,35,61,34,94,68,75,56.98
89,57,80,53,75,86,66,74.89
51,34,53,61,96,64,51,60.75
69,88,53,59,96,76,61,74.25
50,74,71,34,89,44,74,64.09
86,82,75,73,80,67,76,80.31
58,31,49,63,98,51,79,60.81
66,78,62,79,86,36,93,67.22
58,92,78,71,69,85,52,68.82
60,87,70,47,82,62,91,70.44
64,33,62,65,63,58,93,59.47
73,59,84,87,59,93,46,77.38
87,86,67,50,61,88,82,78.11
84,76,78,51,76,39,90,73.44
79,47,89,68,75,43,88,69.71
80,73,91,85,73,68,69,70.95
98,81,56,50,71,50,83,73.44
54,78,43,64,65,48,44,53.17
93,59,70,34,85,69,81,70.76
99,81,40,62,62,82,89,76.68
63,66,36,36,88,87,79,62.2
60,92,77,73,57,72,47,71.28
58,41,77,53,94,76,86,69.22
83,46,60,83,72,32,82,62.25
61,63,39,77,90,66,92,69.18
84,57,57,83,93,70,76,77.33
84,33,94,86,75,47,67,64.75
50,75,40,68,58,75,80,65.59
89,43,35,37,82,51,74,55.43
71,42,69,44,90,35,84,63.87
78,87,87,35,98,82,82,82.87
57,78,75,34,81,57,90,71.72
60,79,67,52,63,43,63,57.39
90,50,60,77,63,88,41,68.46
86,80,59,49,82,80,89,77.21
63,67,47,41,73,86,72,63.78
79,55,51,71,92,74,76,73.81
84,35,50,73,60,64,44,58.14
70,47,78,50,94,48,76,71.28
86,35,64,51,76,48,77,61.15
54,70,36,54,89,46,49,55.64
68,86,38,41,85,74,63,67.38
63,79,47,31,80,33,68,57.91
75,54,72,59,99,89,93,79.94
53,77,51,36,78,88,81,66.59
74,53,57,66,59,84,51,63.35
94,59,63,87,75,60,72,73.98
91,74,82,47,98,46,72,77.04
74,72,91,89,76,86,40,72.99
67,85,91,47,78,91,41,70.26
89,62,43,57,89,41,74,66.79
57,74,49,77,59,82,40,60.47
88,36,36,63,69,67,54,55.36
89,47,63,37,93,85,90,74.46
63,74,68,48,92,52,69,70.6
81,66,51,35,60,78,63,62.18
87,50,48,84,73,60,81,66.21
82,73,49,83,71,94,77,75.51
72,59,60,74,56,92,76,74.98
64,40,68,89,83,48,48,61.59
82,37,37,36,79,79,44,61.07
74,34,52,49,89,36,84,60.79
66,37,71,53,91,84,75,69.73
82,34,70,58,99,84,48,69.81
96,39,73,57,74,51,47,64.01
51,44,41,34,69,70,83,60.34
63,85,57,46,64,82,42,60.49
89,84,71,88,86,43,41,68.06
89,32,94,65,62,77,92,76.86
88,70,60,62,87,38,81,72.43
55,39,86,35,55,93,63,62.92
55,36,49,67,80,84,63,60.46
52,92,58,32,96,87,71,70.92
56,92,54,39,59,68,58,66.7
57,55,71,83,56,33,67,61.72
91,63,58,40,72,60,88,72.04
64,68,48,52,87,77,66,68.42
96,89,66,75,64,36,67,73.1
78,55,69,33,60,63,84,59.67
82,91,57,36,93,50,40,61.84
79,39,67,55,93,69,89,69.98
88,83,36,71,67,84,94,68.84
76,60,94,62,95,81,71,76.33
85,67,47,70,97,51,52,68.48
78,54,64,71,66,86,40,64.13
87,94,68,64,79,32,78,66.07
82,79,45,57,56,68,46,60.75
86,53,71,83,57,32,53,68.39
76,56,46,70,59,78,92,68.65
82,79,52,79,97,47,84,73.29
53,79,54,64,73,57,74,65.04
71,44,83,68,96,63,71,66.6
51,46,47,45,56,89,60,57.82
59,58,40,39,75,51,69,59.48
54,34,44,36,67,56,79,48.14
59,40,67,36,95,66,63,63.18
82,81,84,54,76,68,62,73.39
87,63,38,34,71,77,87,66.83
62,62,38,55,80,84,90,69.35
80,78,75,59,90,71,48,69.31
96,60,71,40,99,30,71,69.78
85,47,76,36,58,50,59,56.34
94,34,46,68,86,78,44,62.9
73,59,86,55,89,40,40,62.97
64,74,39,86,89,88,63,73.79
78,67,89,84,67,92,62,74.3
57,58,59,65,97,78,86,68.97
54,65,59,51,99,92,87,76.15
78,38,67,41,78,71,93,69.91
96,52,86,51,71,73,94,70.7
53,32,49,31,67,70,86,56.85
61,85,54,89,57,64,49,63.21
94,69,73,81,91,48,65,76.69
51,85,46,69,66,43,58,60.31
76,87,48,41,71,74,70,70.13
80,60,56,30,71,30,47,53.0
85,40,58,44,62,93,44,62.47
85,71,46,69,68,93,59,68.24
75,32,54,36,95,59,48,61.8
92,86,82,84,94,76,87,84.54
76,43,62,67,68,55,49,64.57
54,75,90,66,72,77,81,74.23
69,48,45,75,86,41,65,62.53
60,89,56,51,76,30,88,59.2
59,60,84,62,69,42,75,61.4
89,65,67,62,70,72,81,74.94
87,61,92,58,83,65,40,74.78
55,92,48,72,57,30,91,58.27
57,55,47,48,74,58,42,47.54
72,94,59,34,92,84,71,72.95
96,31,74,43,66,77,55,61.46
75,74,50,76,89,36,47,63.07
95,54,64,38,72,51,76,62.19
92,69,35,34,81,69,41,62.36
61,47,62,64,74,39,44,57.3
75,41,65,50,60,58,44,56.98
62,53,70,75,94,75,78,69.11
89,72,82,72,77,64,94,74.72
67,61,79,57,85,72,77,65.89
74,76,84,74,61,94,40,71.32
82,74,36,31,58,67,70,65.37
96,64,89,77,73,64,70,76.23
89,38,76,35,82,85,79,66.85
92,39,71,60,77,38,56,56.94
61,94,77,61,77,64,76,74.62
93,88,36,40,58,75,85,65.93
85,86,67,88,86,80,47,74.57
97,39,83,43,64,73,66,69.47
53,48,70,39,93,64,89,66.37
54,79,64,68,82,41,83,69.13
86,34,86,88,87,49,49,71.6
57,58,68,30,62,52,69,62.84
91,34,52,84,71,91,81,71.92
98,89,70,60,89,63,62,74.39
77,94,58,88,76,89,45,72.57
80,57,88,37,89,36,85,68.4
58,30,35,31,98,93,56,56.53
78,58,80,64,91,64,53,65.78
63,80,58,60,72,85,80,73.78
89,65,55,41,78,76,81,70.06
90,61,63,60,76,39,56,59.41
71,93,47,64,98,34,42,68.32
60,43,44,61,91,75,88,72.56
72,61,47,46,96,84,48,73.23
50,38,45,86,58,75,73,57.96
95,40,72,37,63,63,81,68.14
86,77,89,48,55,91,54,74.72
70,80,92,82,66,68,76,73.6
75,33,40,65,58,34,74,50.61
95,70,85,40,58,56,69,69.38
85,54,44,73,63,85,81,69.99
72,46,84,86,72,92,49,72.24
50,76,47,34,68,65,82,62.72
89,37,82,88,64,73,45,65.49
64,87,84,57,72,47,55,67.45
70,30,69,31,80,58,85,64.34
96,31,81,40,81,46,63,65.0
58,39,56,47,73,60,68,54.31
58,56,51,76,77,52,90,65.29
59,42,37,78,68,55,83,59.11
75,92,94,82,61,62,67,78.49
90,40,64,34,55,37,56,54.11
84,43,68,48,85,36,59,58.24
74,55,61,34,74,48,83,63.82
75,68,79,69,97,40,80,72.62
60,57,38,48,77,38,78,58.71
87,46,67,41,81,90,80,71.43
51,66,77,65,95,50,50,62.8
56,56,65,57,85,53,58,63.55
67,76,53,75,80,30,63,61.29
76,63,45,77,58,52,49,62.82
83,47,86,64,96,89,86,83.91
76,64,71,67,84,86,77,76.26
66,47,49,52,73,34,59,54.58
92,63,54,84,85,72,44,68.67
93,62,71,63,68,89,84,77.8
73,72,83,52,97,94,46,71.29
74,56,42,62,93,91,40,72.51
56,77,36,71,89,54,53,66.26
55,51,72,87,72,88,90,72.02
73,63,84,42,59,78,61,66.4
82,72,61,63,72,38,45,64.0
98,45,84,88,76,58,84,75.3
78,43,48,58,89,33,70,61.66
92,68,58,59,70,89,53,67.58
71,41,69,47,98,76,55,69.03
75,84,62,85,67,75,73,75.02
77,35,90,64,75,76,86,72.68
99,69,68,34,87,43,85,71.97
70,42,51,33,72,66,55,51.83
98,53,67,34,83,84,45,67.69
56,88,57,68,77,81,79,74.29
66,75,42,44,93,37,48,56.04
69,73,67,75,92,89,57,74.34
90,40,94,38,98,74,65,69.89
98,90,53,75,92,35,91,75.92
69,65,46,79,92,52,72,64.41
71,39,38,37,86,33,66,52.52
77,30,65,73,74,76,90,69.56
89,92,78,39,61,30,76,68.21
98,41,90,51,88,85,53,69.13
56,34,89,53,99,56,70,70.21
50,65,55,53,73,66,75,64.88
81,46,46,38,57,36,85,52.05
62,87,41,51,60,56,53,59.62
79,51,52,84,89,94,64,67.54
72,60,73,63,71,72,81,69.88
68,55,45,77,90,67,44,68.48
81,42,67,41,96,66,58,69.57
79,92,56,46,89,59,44,66.91
78,92,42,33,86,66,84,71.52
98,40,73,78,93,63,90,74.69
94,93,65,86,97,54,83,83.76
78,61,87,59,61,62,93,74.45
79,39,61,65,91,72,92,80.91
65,83,85,30,99,55,60,73.61
89,84,62,62,72,47,56,63.0
68,91,57,56,71,54,71,66.34
67,84,75,43,87,48,54,70.07
50,64,61,33,59,55,41,58.29
63,94,44,64,88,86,73,73.9
96,46,57,62,94,44,57,65.84
99,71,67,80,76,89,58,76.13
51,88,60,85,65,66,46,67.26
77,40,47,79,71,40,75,59.54
98,57,65,83,93,89,51,72.25
99,68,61,41,77,94,88,72.56
79,83,47,33,56,36,40,53.42
87,40,82,63,86,93,76,76.88
53,87,89,43,61,69,43,67.02
50,69,92,31,69,91,73,66.79
57,33,81,56,70,69,78,65.4
78,93,68,85,68,63,59,72.09
88,77,81,71,92,85,49,78.38
52,60,41,60,76,67,80,64.33
81,31,78,62,96,93,69,76.78
59,72,46,87,77,59,92,66.88
59,70,39,56,76,91,84,62.79
68,89,72,74,73,89,71,77.52
95,75,40,85,55,86,69,73.94
83,69,60,57,89,89,64,75.33
82,88,53,63,99,65,70,72.43
72,74,49,59,76,33,46,57.79
77,71,43,66,86,46,90,66.78
81,50,47,63,72,62,52,62.21
99,32,69,30,89,41,72,64.67
56,40,81,89,89,64,85,71.47
78,53,68,81,69,75,59,68.79
57,79,68,42,93,66,40,68.53
50,50,63,47,87,52,83,65.1
52,54,73,69,97,69,80,71.11
73,33,61,30,81,94,82,66.28
72,72,80,38,98,63,49,66.44
57,76,79,35,59,34,56,56.14
96,52,46,80,60,56,76,63.48
86,89,73,37,62,76,46,67.18
52,50,36,37,81,37,67,47.67
82,80,81,80,91,42,61,69.52
77,44,70,53,92,41,40,58.37
96,87,87,78,89,65,49,78.06
57,55,52,54,62,49,75,54.15
83,88,90,80,71,71,87,77.95
84,74,40,55,84,56,54,69.67
81,64,64,55,76,87,88,79.54
73,93,55,68,94,35,85,71.84
63,56,90,69,75,86,85,75.36
81,60,56,80,80,35,51,59.12
95,41,91,63,75,76,76,73.51
92,74,45,82,72,30,84,63.61
65,61,73,37,68,38,44,59.31
53,83,74,75,96,54,88,74.12
86,61,76,31,96,74,90,73.63
70,44,41,82,94,61,89,69.17
63,84,41,47,69,45,77,58.1
80,70,65,45,57,73,48,66.09
97,69,90,57,85,38,93,79.67
67,78,40,37,60,54,49,51.97
56,67,60,47,71,70,47,64.94
59,85,70,68,56,82,58,63.26
56,63,43,71,59,63,56,61.9
82,30,90,48,78,55,56,68.71
72,39,70,61,84,83,69,66.53
70,69,37,61,94,34,88,63.83
68,45,91,71,89,93,45,75.72
97,75,78,77,88,60,63,76.03
68,53,65,50,91,85,52,66.9
85,43,87,58,69,35,67,57.14
78,68,64,74,88,87,76,74.59
67,47,65,34,73,51,55,53.51
51,70,77,49,62,38,80,61.27
50,85,77,51,68,57,94,70.51
96,65,74,78,92,79,74,79.8
54,53,64,56,66,56,67,62.88
69,58,43,72,87,46,49,63.77
60,51,40,85,87,55,66,67.74
91,40,59,30,73,91,81,66.51
51,70,64,42,75,57,79,57.73
52,78,60,62,69,68,40,59.78
72,40,37,68,73,76,84,68.3
61,81,56,35,86,35,86,61.29
69,37,76,42,68,82,54,60.85
54,60,79,83,85,53,85,74.05
86,35,43,43,74,53,92,62.39
87,42,84,37,88,49,52,64.95
79,35,69,32,74,48,71,56.77
58,56,41,66,95,39,45,56.39
83,74,71,77,64,86,42,67.83
93,55,82,41,61,66,45,65.82
84,33,43,37,57,41,54,48.78
71,66,61,58,77,86,43,68.37
93,50,62,49,64,51,75,65.56
73,57,79,52,89,62,41,60.25
66,61,78,33,71,58,84,67.31
59,82,67,54,75,60,62,66.95
79,62,90,61,84,65,53,73.58
95,55,93,78,57,31,46,66.75
72,46,88,84,56,92,43,65.17
81,85,84,87,79,89,45,77.39
66,59,40,54,59,55,56,55.0
99,34,51,34,61,36,51,50.29
66,35,57,39,55,81,82,60.72
63,91,59,60,86,36,80,62.89
58,39,53,33,87,49,90,60.42
89,39,86,86,91,80,43,68.5
51,73,63,36,66,69,93,62.14
94,85,65,63,57,40,93,63.15
74,33,40,70,73,54,54,55.56
88,42,71,50,78,47,85,62.4
58,48,68,48,77,34,62,57.75
71,91,58,36,77,57,58,62.25
92,38,92,63,92,83,76,73.54
95,75,44,86,62,89,52,75.79
53,85,92,87,78,37,94,77.85
75,69,93,88,64,38,55,63.95
78,91,45,62,98,69,57,69.04
94,75,58,71,58,64,77,68.22
83,35,36,82,67,72,75,65.88
72,58,84,86,82,87,81,78.06
86,48,92,50,78,35,51,62.18
60,44,63,84,81,31,75,61.8
55,86,50,79,86,32,66,61.28
67,67,57,67,96,54,89,73.56
70,50,69,46,72,59,75,62.56
91,80,91,75,60,55,49,68.18
85,68,77,46,83,61,83,70.44
90,49,56,44,81,31,82,60.31
87,31,69,37,97,70,93,69.01
83,61,40,78,81,81,45,64.57
66,33,90,82,89,93,61,74.91
86,36,57,80,95,82,66,73.22
74,32,57,66,55,32,76,55.81
87,54,64,48,58,81,46,62.92
61,38,71,58,86,68,45,60.96
72,55,76,67,85,58,44,62.28
91,93,54,62,59,60,87,72.23
71,47,45,57,96,37,48,61.04
70,31,94,69,57,63,68,70.56
76,30,58,62,67,59,84,58.57
80,77,91,36,67,83,48,73.61
55,92,52,64,76,80,78,72.6
76,65,61,37,75,74,42,63.28
89,92,87,36,73,88,80,77.37
83,55,41,74,69,86,46,65.75
61,35,82,88,70,79,44,65.08
94,55,55,50,60,55,40,57.03
56,72,90,78,76,38,69,70.17
59,30,49,54,71,88,67,61.95
94,38,42,32,98,67,65,68.93
66,56,62,61,99,71,79,72.31
75,32,55,77,59,77,53,58.76
70,90,42,84,62,91,93,77.91
77,31,62,40,87,81,62,60.43
95,60,68,50,56,68,77,66.97
51,94,81,61,73,68,72,72.48
92,47,49,31,59,43,48,55.8
50,35,78,52,60,85,71,61.81
85,71,77,74,90,85,76,82.67
75,33,71,39,74,80,54,62.07
78,33,87,43,96,51,40,59.34
70,94,61,84,77,71,73,77.82
60,70,75,89,56,92,91,72.91
89,72,60,38,75,82,89,82.83
60,84,46,48,72,35,49,57.67
85,48,68,32,64,70,85,65.5
98,50,65,61,83,70,48,67.8
88,87,37,83,87,53,70,69.33
89,59,60,52,63,44,52,56.7
84,36,91,48,77,42,74,67.12
83,93,88,41,74,60,61,69.64
96,31,40,52,90,46,94,60.61
73,38,92,43,97,71,53,71.87
71,52,54,65,73,48,44,55.96
54,43,85,77,63,70,92,72.18
82,83,74,71,98,85,84,79.97
85,74,51,32,94,50,60,62.55
96,45,75,39,96,37,44,65.42
69,86,35,51,87,84,66,70.63
68,37,47,33,58,37,50,48.61
84,54,52,44,70,44,55,61.41
92,70,86,81,70,62,78,75.91
66,91,55,86,58,32,70,64.9
94,47,86,64,75,34,49,67.92
92,79,46,78,94,44,72,75.94
83,70,78,73,85,60,86,73.87
58,63,46,87,79,42,57,60.86
75,41,60,34,71,32,42,57.22
51,71,76,57,64,72,41,60.18
58,84,74,78,90,44,53,68.37
58,88,62,69,89,83,41,66.08
89,80,78,75,61,79,69,76.41
66,82,59,56,69,38,90,64.27
50,38,55,44,65,58,88,52.62
74,32,82,59,88,76,57,69.04
92,37,84,37,64,89,94,69.94
89,88,83,84,58,47,84,74.04
91,59,45,78,62,48,89,68.85
74,84,43,86,71,45,40,63.58
88,63,87,49,83,32,93,75.86
84,72,69,42,85,74,83,73.95
52,57,70,35,87,55,84,62.15
99,66,83,30,80,65,48,69.84
86,59,63,75,60,53,73,69.1
93,91,74,88,75,62,71,81.19
93,58,51,71,63,92,91,72.39
79,31,71,79,71,86,52,66.86
87,86,82,47,94,40,45,72.21
83,86,83,35,62,35,67,64.86
61,71,42,78,57,33,92,62.56
68,78,87,65,62,31,65,65.04
86,86,78,78,79,69,42,72.67
93,47,81,55,80,61,49,71.62
98,56,39,63,87,78,81,73.57
66,83,57,65,56,42,68,63.88
59,53,88,86,88,71,57,66.59
98,63,44,46,89,33,45,58.55
96,51,81,54,61,93,77,76.52
61,92,75,85,80,92,54,76.85
65,65,81,88,75,48,70,69.09
73,90,49,57,89,57,65,67.18
68,71,50,44,91,69,47,63.07
57,62,61,33,65,56,77,55.35
80,38,93,56,61,76,74,70.48
70,54,66,62,90,76,82,73.08
66,42,90,49,68,53,50,61.58
72,76,74,50,57,57,65,61.97
86,74,85,69,85,73,65,82.9
65,34,79,70,67,33,74,62.51
55,60,80,39,64,48,55,56.57
57,60,69,73,88,59,86,65.02
74,70,71,61,78,92,43,70.54
67,75,58,68,90,74,52,64.86
74,81,65,66,90,71,79,79.27
61,34,85,55,68,39,44,55.81
64,41,69,51,93,92,66,70.71
75,50,50,69,81,44,57,57.34
90,38,74,88,87,52,70,73.16
94,46,70,79,92,61,67,73.86
75,53,46,42,57,51,84,58.42
96,56,94,61,81,48,66,73.04
81,37,50,38,90,89,79,70.2
59,73,83,66,86,72,43,65.55
